"Area","AreaName","StateAb","State","CountyTownName"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","COOS (SHELBOURNE)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","COOS (STARK-CRYSTAL-PERCY)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","COOS (STEWARTSTOWN)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","COOS (STRATFORD)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","COOS (SUCCESS)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","COOS (THOMPSON&MESERVE PURCHASE)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","COOS (WENTWORTH'S LOC)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","COOS (WHITEFIELD)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","COOS (HADLEY'S PURCHASE)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (ALEXANDRIA)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (ASHLAND)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (BATH)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (BENTON)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (BETHLEHEM-MAPLEWOOD)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (BRIDGEWATER)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (BRISTOL)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (CAMPTON)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (CANAAN)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (DORCHESTER)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (EASTON)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (ELLSWORTH)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (ENFIELD)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (FRANCONIA)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (GRAFTON)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (GROTON)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (HANOVER)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (HAVERHILL-PIKE-WOODSVI)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (HEBRON)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (HOLDERNESS)"
"3300001","Northern New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (LANDAFF)"
"3300003","West Central New Hampshire nonmetropolitan area","NH","NEW HAMPSHIRE","GRAFTON (LEBANON)"
"3700002","Northeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","CHOWAN"
"3700004","Mountain North Carolina nonmetropolitan area","NC","NORTH CAROLINA","CLAY"
"3700003","Piedmont North Carolina nonmetropolitan area","NC","NORTH CAROLINA","CLEVELAND"
"3700001","Southeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","COLUMBUS"
"3700002","Northeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","DARE"
"3700001","Southeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","DUPLIN"
"3700004","Mountain North Carolina nonmetropolitan area","NC","NORTH CAROLINA","GRAHAM"
"3700003","Piedmont North Carolina nonmetropolitan area","NC","NORTH CAROLINA","GRANVILLE"
"3700001","Southeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","GREENE"
"3700002","Northeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","HALIFAX"
"3700001","Southeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","HARNETT"
"3700002","Northeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","HERTFORD"
"3700002","Northeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","HYDE"
"3700004","Mountain North Carolina nonmetropolitan area","NC","NORTH CAROLINA","JACKSON"
"3700003","Piedmont North Carolina nonmetropolitan area","NC","NORTH CAROLINA","LEE"
"3700001","Southeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","LENOIR"
"3700004","Mountain North Carolina nonmetropolitan area","NC","NORTH CAROLINA","MCDOWELL"
"3700004","Mountain North Carolina nonmetropolitan area","NC","NORTH CAROLINA","MACON"
"3700002","Northeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","MARTIN"
"3700004","Mountain North Carolina nonmetropolitan area","NC","NORTH CAROLINA","MITCHELL"
"3700003","Piedmont North Carolina nonmetropolitan area","NC","NORTH CAROLINA","MONTGOMERY"
"3700003","Piedmont North Carolina nonmetropolitan area","NC","NORTH CAROLINA","MOORE"
"3700002","Northeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","NORTHAMPTON"
"3700002","Northeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","PASQUOTANK"
"3700002","Northeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","PERQUIMANS"
"3700004","Mountain North Carolina nonmetropolitan area","NC","NORTH CAROLINA","POLK"
"3700003","Piedmont North Carolina nonmetropolitan area","NC","NORTH CAROLINA","RICHMOND"
"3700001","Southeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","ROBESON"
"3700003","Piedmont North Carolina nonmetropolitan area","NC","NORTH CAROLINA","RUTHERFORD"
"3700001","Southeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","SAMPSON"
"3700001","Southeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","SCOTLAND"
"3700003","Piedmont North Carolina nonmetropolitan area","NC","NORTH CAROLINA","STANLY"
"3700003","Piedmont North Carolina nonmetropolitan area","NC","NORTH CAROLINA","SURRY"
"3700004","Mountain North Carolina nonmetropolitan area","NC","NORTH CAROLINA","SWAIN"
"3700004","Mountain North Carolina nonmetropolitan area","NC","NORTH CAROLINA","TRANSYLVANIA"
"3700002","Northeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","TYRRELL"
"3700003","Piedmont North Carolina nonmetropolitan area","NC","NORTH CAROLINA","VANCE"
"3700002","Northeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","WARREN"
"3700002","Northeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","WASHINGTON"
"3700004","Mountain North Carolina nonmetropolitan area","NC","NORTH CAROLINA","WATAUGA"
"3700003","Piedmont North Carolina nonmetropolitan area","NC","NORTH CAROLINA","WILKES"
"3700001","Southeast Coastal North Carolina nonmetropolitan area","NC","NORTH CAROLINA","WILSON"
"3700004","Mountain North Carolina nonmetropolitan area","NC","NORTH CAROLINA","YANCEY"
"3800001","Far West North Dakota nonmetropolitan area","ND","NORTH DAKOTA","ADAMS"
"4200002","Northern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","CLINTON"
"4200001","Western Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","CRAWFORD"
"4200002","Northern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","ELK"
"4200001","Western Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","FOREST"
"4200003","Southern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","FULTON"
"4200001","Western Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","GREENE"
"4200003","Southern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","HUNTINGDON"
"4200001","Western Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","INDIANA"
"4200002","Northern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","JEFFERSON"
"4200003","Southern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","JUNIATA"
"4200001","Western Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","LAWRENCE"
"4200002","Northern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","MCKEAN"
"4200003","Southern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","MIFFLIN"
"4200003","Southern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","NORTHUMBERLAND"
"4200002","Northern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","POTTER"
"4200003","Southern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","SCHUYLKILL"
"4200003","Southern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","SNYDER"
"4200003","Southern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","SOMERSET"
"4200002","Northern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","SULLIVAN"
"4200002","Northern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","SUSQUEHANNA"
"4200002","Northern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","TIOGA"
"4200003","Southern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","UNION"
"4200001","Western Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","VENANGO"
"4200001","Western Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","WARREN"
"4200002","Northern Pennsylvania nonmetropolitan area","PA","PENNSYLVANIA","WAYNE"
"4400001","New Shoreham Town, Rhode Island nonmetropolitan area","RI","RHODE ISLAND","WASHINGTON (NEW SHOREHAM)"
"4500002","Upper Savannah South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","ABBEVILLE"
"4500004","Lower Savannah South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","ALLENDALE"
"4500004","Lower Savannah South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","BAMBERG"
"4500004","Lower Savannah South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","BARNWELL"
"4500002","Upper Savannah South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","CHEROKEE"
"4500003","Pee Dee South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","CHESTERFIELD"
"4500003","Pee Dee South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","CLARENDON"
"4500001","Low Country South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","COLLETON"
"4500003","Pee Dee South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","DILLON"
"4500001","Low Country South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","GEORGETOWN"
"4500002","Upper Savannah South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","GREENWOOD"
"4500001","Low Country South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","HAMPTON"
"4500003","Pee Dee South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","LEE"
"4500002","Upper Savannah South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","MCCORMICK"
"4500003","Pee Dee South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","MARION"
"4500003","Pee Dee South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","MARLBORO"
"4500004","Lower Savannah South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","NEWBERRY"
"4500002","Upper Savannah South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","OCONEE"
"4500004","Lower Savannah South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","ORANGEBURG"
"4500001","Low Country South Carolina nonmetropolitan area","SC","SOUTH CAROLINA","WILLIAMSBURG"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","FLOYD"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","FOARD"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","FRANKLIN"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","FREESTONE"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","FRIO"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","GAINES"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","GARZA"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","GILLESPIE"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","GLASSCOCK"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","TEXAS","GONZALES"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","GRAY"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","GRIMES"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","HALE"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","HALL"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","HAMILTON"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","HANSFORD"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","HARDEMAN"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","HARRISON"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","HARTLEY"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","HASKELL"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","HEMPHILL"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","HENDERSON"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","HILL"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","HOCKLEY"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","HOPKINS"
"4800003","Big Thicket Region of Texas nonmetropolitan area","TX","TEXAS","HOUSTON"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","HOWARD"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","HUTCHINSON"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","JACK"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","TEXAS","JACKSON"
"4800003","Big Thicket Region of Texas nonmetropolitan area","TX","TEXAS","JASPER"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","JEFF DAVIS"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","TEXAS","JIM HOGG"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","TEXAS","JIM WELLS"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","TEXAS","KARNES"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","TEXAS","KENEDY"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","KENT"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","KERR"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","KIMBLE"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","KING"
"4800005","Border Region of Texas nonmetropolitan area","TX","TEXAS","KINNEY"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","TEXAS","KLEBERG"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","KNOX"
"4800002","North Texas nonmetropolitan area","TX","TEXAS","LAMAR"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","LAMB"
"4800005","Border Region of Texas nonmetropolitan area","TX","TEXAS","LA SALLE"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","TEXAS","LAVACA"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","LEE"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","LEON"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","LIMESTONE"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","LIPSCOMB"
"4800006","Coastal Plains Region of Texas nonmetropolitan area","TX","TEXAS","LIVE OAK"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","LLANO"
"4800001","West Texas nonmetropolitan area","TX","TEXAS","LOVING"
"4800004","Hill Country Region of Texas nonmetropolitan area","TX","TEXAS","MC CULLOCH"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ESSEX (MAIDSTONE TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ESSEX (NORTON TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ESSEX (VICTORY TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ESSEX (FERDINAND TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ESSEX (LEWIS TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ESSEX (AVERY'S GORE)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ESSEX (WARNER'S GRANT)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ESSEX (WARREN GORE)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","FRANKLIN (BAKERSFIELD TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","FRANKLIN (BERKSHIRE TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","FRANKLIN (ENOSBURG TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","FRANKLIN (FAIRFIELD TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","FRANKLIN (FRANKLIN TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","FRANKLIN (HIGHGATE TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","FRANKLIN (MONTGOMERY TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","FRANKLIN (RICHFORD TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","FRANKLIN (SHELDON TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","GRAND ISLE (ALBURG TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","GRAND ISLE (ISLE LA MOTTE TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","LAMOILLE (BELVIDERE TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","LAMOILLE (EDEN TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","LAMOILLE (ELMORE TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","LAMOILLE (HYDE PARK TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","LAMOILLE (JOHNSON TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","LAMOILLE (MORRISTOWN TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","LAMOILLE (STOWE TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","LAMOILLE (WATERVILLE TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","LAMOILLE (WOLCOTT TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (BRADFORD TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (BRAINTREE TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (BROOKFIELD TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (CHELSEA TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (CORINTH TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (FAIRLEE TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (NEWBURY TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (ORANGE TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (RANDOLPH TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (STRAFFORD TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (THETFORD TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (TOPSHAM TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (TUNBRIDGE TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (VERSHIRE TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (WASHINGTON TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (WEST FAIRLEE TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORANGE (WILLIAMSTOWN TOWN)"
"5100003","Northeast Virginia nonmetropolitan area","VA","VIRGINIA","NORTHAMPTON"
"5100003","Northeast Virginia nonmetropolitan area","VA","VIRGINIA","NORTHUMBERLAND"
"5100002","Southside Virginia nonmetropolitan area","VA","VIRGINIA","NOTTOWAY"
"5100004","Northwest Virginia nonmetropolitan area","VA","VIRGINIA","ORANGE"
"5100004","Northwest Virginia nonmetropolitan area","VA","VIRGINIA","PAGE"
"5100001","Southwest Virginia nonmetropolitan area","VA","VIRGINIA","PATRICK"
"5100002","Southside Virginia nonmetropolitan area","VA","VIRGINIA","PITTSYLVANIA"
"5100002","Southside Virginia nonmetropolitan area","VA","VIRGINIA","PRINCE EDWARD"
"5100003","Northeast Virginia nonmetropolitan area","VA","VIRGINIA","RICHMOND"
"5100004","Northwest Virginia nonmetropolitan area","VA","VIRGINIA","ROCKBRIDGE"
"5100001","Southwest Virginia nonmetropolitan area","VA","VIRGINIA","RUSSELL"
"5100004","Northwest Virginia nonmetropolitan area","VA","VIRGINIA","SHENANDOAH"
"5100001","Southwest Virginia nonmetropolitan area","VA","VIRGINIA","SMYTH"
"5100002","Southside Virginia nonmetropolitan area","VA","VIRGINIA","SOUTHAMPTON"
"5100002","Southside Virginia nonmetropolitan area","VA","VIRGINIA","SURRY"
"5100001","Southwest Virginia nonmetropolitan area","VA","VIRGINIA","TAZEWELL"
"5100003","Northeast Virginia nonmetropolitan area","VA","VIRGINIA","WESTMORELAND"
"5100001","Southwest Virginia nonmetropolitan area","VA","VIRGINIA","WISE"
"5100001","Southwest Virginia nonmetropolitan area","VA","VIRGINIA","WYTHE"
"5100004","Northwest Virginia nonmetropolitan area","VA","VIRGINIA","BUENA VISTA CITY"
"5100004","Northwest Virginia nonmetropolitan area","VA","VIRGINIA","CLIFTON FORGE CIT"
"5100004","Northwest Virginia nonmetropolitan area","VA","VIRGINIA","COVINGTON CITY"
"5100002","Southside Virginia nonmetropolitan area","VA","VIRGINIA","DANVILLE CITY"
"5100002","Southside Virginia nonmetropolitan area","VA","VIRGINIA","EMPORIA CITY"
"5100002","Southside Virginia nonmetropolitan area","VA","VIRGINIA","FRANKLIN CITY"
"5100001","Southwest Virginia nonmetropolitan area","VA","VIRGINIA","GALAX CITY"
"5100004","Northwest Virginia nonmetropolitan area","VA","VIRGINIA","LEXINGTON CITY"
"5100001","Southwest Virginia nonmetropolitan area","VA","VIRGINIA","MARTINSVILLE CITY"
"5100001","Southwest Virginia nonmetropolitan area","VA","VIRGINIA","NORTON CITY"
"5300004","East Washington nonmetropolitan area","WA","WASHINGTON","ADAMS"
"5300001","Northwest Washington nonmetropolitan area","WA","WASHINGTON","CLALLAM"
"5300004","East Washington nonmetropolitan area","WA","WASHINGTON","FERRY"
"5300004","East Washington nonmetropolitan area","WA","WASHINGTON","GARFIELD"
"5300004","East Washington nonmetropolitan area","WA","WASHINGTON","GRANT"
"5300002","Southwest Washington nonmetropolitan area","WA","WASHINGTON","GRAYS HARBOR"
"5300001","Northwest Washington nonmetropolitan area","WA","WASHINGTON","ISLAND"
"5300001","Northwest Washington nonmetropolitan area","WA","WASHINGTON","JEFFERSON"
"5300003","Central Washington nonmetropolitan area","WA","WASHINGTON","KITTITAS"
"5300003","Central Washington nonmetropolitan area","WA","WASHINGTON","KLICKITAT"
"5300002","Southwest Washington nonmetropolitan area","WA","WASHINGTON","LEWIS"
"5300004","East Washington nonmetropolitan area","WA","WASHINGTON","LINCOLN"
"5300002","Southwest Washington nonmetropolitan area","WA","WASHINGTON","MASON"
"5300003","Central Washington nonmetropolitan area","WA","WASHINGTON","OKANOGAN"
"5300002","Southwest Washington nonmetropolitan area","WA","WASHINGTON","PACIFIC"
"5300001","Northwest Washington nonmetropolitan area","WA","WASHINGTON","SAN JUAN"
"5300002","Southwest Washington nonmetropolitan area","WA","WASHINGTON","WAHKIAKUM"
"5300004","East Washington nonmetropolitan area","WA","WASHINGTON","WHITMAN"
"5400002","Northern West Virginia nonmetropolitan area","WV","WEST VIRGINIA","BARBOUR"
"5400002","Northern West Virginia nonmetropolitan area","WV","WEST VIRGINIA","BRAXTON"
"5400002","Northern West Virginia nonmetropolitan area","WV","WEST VIRGINIA","CALHOUN"
"5400002","Northern West Virginia nonmetropolitan area","WV","WEST VIRGINIA","DODDRIDGE"
"36084","Oakland-Hayward-Berkeley, CA Metropolitan Division","CA","CALIFORNIA","ALAMEDA"
"36084","Oakland-Hayward-Berkeley, CA Metropolitan Division","CA","CALIFORNIA","CONTRA COSTA"
"31084","Los Angeles-Long Beach-Glendale, CA Metropolitan Division","CA","CALIFORNIA","LOS ANGELES"
"42034","San Rafael, CA Metropolitan Division","CA","CALIFORNIA","MARIN"
"11244","Anaheim-Santa Ana-Irvine, CA Metropolitan Division","CA","CALIFORNIA","ORANGE"
"41884","San Francisco-Redwood City-South San Francisco, CA Metropolitan Division","CA","CALIFORNIA","SAN FRANCISCO"
"41884","San Francisco-Redwood City-South San Francisco, CA Metropolitan Division","CA","CALIFORNIA","SAN MATEO"
"48864","Wilmington, DE-MD-NJ Metropolitan Division","DE","DELAWARE","NEW CASTLE"
"47894","Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Division","DC","DISTRICT OF COLUMBIA","DISTRICT OF COLUMBIA"
"22744","Fort Lauderdale-Pompano Beach-Deerfield Beach, FL Metropolitan Division","FL","FLORIDA","BROWARD"
"33124","Miami-Miami Beach-Kendall, FL Metropolitan Division","FL","FLORIDA","MIAMI-DADE-OLD-DEF"
"33124","Miami-Miami Beach-Kendall, FL Metropolitan Division","FL","FLORIDA","MIAMI-DADE"
"48424","West Palm Beach-Boca Raton-Delray Beach, FL Metropolitan Division","FL","FLORIDA","PALM BEACH"
"16974","Chicago-Naperville-Arlington Heights, IL Metropolitan Division","IL","ILLINOIS","COOK"
"20994","Elgin, IL Metropolitan Division","IL","ILLINOIS","DE KALB"
"16974","Chicago-Naperville-Arlington Heights, IL Metropolitan Division","IL","ILLINOIS","DU PAGE"
"16974","Chicago-Naperville-Arlington Heights, IL Metropolitan Division","IL","ILLINOIS","GRUNDY"
"20994","Elgin, IL Metropolitan Division","IL","ILLINOIS","KANE"
"16974","Chicago-Naperville-Arlington Heights, IL Metropolitan Division","IL","ILLINOIS","KENDALL"
"29404","Lake County-Kenosha County, IL-WI Metropolitan Division","IL","ILLINOIS","LAKE"
"16974","Chicago-Naperville-Arlington Heights, IL Metropolitan Division","IL","ILLINOIS","MCHENRY"
"16974","Chicago-Naperville-Arlington Heights, IL Metropolitan Division","IL","ILLINOIS","WILL"
"23844","Gary, IN Metropolitan Division","IN","INDIANA","JASPER"
"23844","Gary, IN Metropolitan Division","IN","INDIANA","LAKE"
"23844","Gary, IN Metropolitan Division","IN","INDIANA","NEWTON"
